;graph_ID;p;mean_ran;std_ran;mean_strat;std_strat;robustness_Nie;robustness_Ros
0;0;0.0;0.5509375;0.3349176370299868;0.336366;0.29681235325370137;1.0;0.21457149999999997
1;0;0.1;0.544446;0.3330585970726473;0.343518;0.3007767256221798;0.9184734748916815;0.200928
2;0;0.2;0.5580784999999999;0.3298389824410541;0.36505200000000004;0.3074541873125165;0.8519365167411825;0.19302649999999988
3;0;0.30000000000000004;0.55161;0.3357212845501459;0.38431;0.3138860237411026;0.7967159497578132;0.16730000000000006
4;0;0.4;0.5314260000000001;0.33367907714449224;0.40862849999999995;0.32150545327840085;0.7625100135751346;0.12279750000000011
5;0;0.5;0.5292705;0.3323204738347459;0.4254405;0.3197517356633894;0.7020855265186903;0.10382999999999998
6;0;0.6000000000000001;0.54645;0.32882064336048;0.465167;0.3250718491518452;0.61981413451486;0.081283
7;0;0.7000000000000001;0.551577;0.3272309323260868;0.4928375;0.325088391201147;0.6126714679516121;0.0587395
8;0;0.8;0.5494070000000001;0.32890058885778845;0.5204085;0.3267937233603944;0.5415799503917547;0.028998500000000038
9;1;0.0;0.5578434999999999;0.33997771251620307;0.341743;0.3052729728472536;1.0;0.21610049999999992
10;1;0.1;0.563666;0.3383264081386494;0.3752595;0.30906096188252247;0.9031468647426956;0.18840649999999998
11;1;0.2;0.5436865000000001;0.33551911155364905;0.369565;0.3097364957104668;0.8597416107936967;0.1741215000000001
12;1;0.30000000000000004;0.5731554999999999;0.32995077863182865;0.4105605;0.32133250588720397;0.8017889417742244;0.16259499999999993
13;1;0.4;0.5678964999999999;0.33085317557452887;0.43151100000000003;0.3274708870708968;0.7482553881361621;0.13638549999999988
14;1;0.5;0.5491015;0.3371966728746741;0.444971;0.3286622873999997;0.7062230632309412;0.10413050000000001
15;1;0.6000000000000001;0.569155;0.3285351320254807;0.44953699999999996;0.324473177059368;0.6923397915356154;0.119618
16;1;0.7000000000000001;0.566948;0.3341925781581632;0.502273;0.33487431742520957;0.575029675177464;0.06467500000000004
17;1;0.8;0.5502175;0.33914444738746646;0.524412;0.3394261690795216;0.49659915325169324;0.025805500000000037
18;2;0.0;0.5230404999999999;0.3356808750282774;0.3121415;0.300209502643987;1.0;0.2108989999999999
19;2;0.1;0.5325019999999999;0.334764060191652;0.35016250000000004;0.3019531620860262;0.910550664209054;0.18233949999999988
20;2;0.2;0.515764;0.33819915923017907;0.3569735;0.3106732041836727;0.8368545126299451;0.1587905
21;2;0.30000000000000004;0.533657;0.33548996162478545;0.3961005;0.3138904608294906;0.7806916436626209;0.13755650000000003
22;2;0.4;0.5416844999999999;0.33384587156313617;0.38633850000000003;0.31756154508653905;0.7544496246784681;0.15534599999999987
23;2;0.5;0.539347;0.3357675946112132;0.4259195;0.32806985844443254;0.6715021728453063;0.11342750000000001
24;2;0.6000000000000001;0.5349535;0.3313795427266898;0.458762;0.3267671010918939;0.6180220987327472;0.07619149999999997
25;2;0.7000000000000001;0.5149585;0.33485391707093703;0.44565249999999995;0.32877804480188455;0.5809002555157144;0.06930600000000003
26;2;0.8;0.5281024999999999;0.336466224149988;0.4942375;0.33296295603828063;0.49227907068232607;0.03386499999999992
27;3;0.0;0.5512085;0.3185655961144423;0.3059345;0.2904667884797675;1.0;0.245274
28;3;0.1;0.5225380000000001;0.33255647874609207;0.3286765;0.3002059623787475;0.9146754827836534;0.19386150000000008
29;3;0.2;0.537847;0.33108346015921725;0.3478435;0.30704513350279633;0.8570929773545225;0.19000349999999994
30;3;0.30000000000000004;0.552101;0.3275596324320199;0.3869235;0.3091774112831498;0.8123569398016086;0.16517749999999998
31;3;0.4;0.5241935;0.33685671146312346;0.3780305;0.3143224245416639;0.786997821098678;0.146163
32;3;0.5;0.5401325;0.3308167981583614;0.4017875;0.3187734185024686;0.7167718556676318;0.138345
33;3;0.6000000000000001;0.5365415;0.33194804906453357;0.423742;0.3236639761172071;0.6394376177422967;0.1127995
34;3;0.7000000000000001;0.5198205;0.3308413989810676;0.4561175;0.3230825338729254;0.6279337274069982;0.06370300000000001
35;3;0.8;0.5521485;0.32887555465213586;0.5052610000000001;0.3301926617582529;0.5146693104019562;0.04688749999999997
36;4;0.0;0.546241;0.33797535253180816;0.3168165;0.29602062567961374;1.0;0.22942449999999998
37;4;0.1;0.5364289999999999;0.34016399127332686;0.3400905;0.30502570270347706;0.8907712671916219;0.19633849999999992
38;4;0.2;0.5450315;0.33678513849003194;0.3504795;0.3084473060017708;0.8447800812945964;0.194552
39;4;0.30000000000000004;0.5535454999999999;0.3322724859655852;0.3889245;0.31182582125242614;0.7989983925502019;0.1646209999999999
40;4;0.4;0.5369955;0.33389315578452644;0.3903605;0.3175958619688708;0.7471128227309616;0.14663499999999996
41;4;0.5;0.563813;0.33234550400298785;0.4307625;0.32196608065718657;0.6973536159492316;0.13305050000000002
42;4;0.6000000000000001;0.572744;0.3270610179523081;0.4616095;0.32516378489885683;0.6310789381295425;0.11113450000000002
43;4;0.7000000000000001;0.556289;0.3317316965244654;0.4901025;0.329794329838689;0.5506329725071053;0.06618650000000004
44;4;0.8;0.5353914999999999;0.33742285522434606;0.5089135;0.3321693890438281;0.5237383143525682;0.02647799999999989
45;5;0.0;0.5648865;0.33081311131475727;0.3406995;0.30802198330598096;0.9999999999999999;0.22418699999999997
46;5;0.1;0.546883;0.3358178350102924;0.37638099999999997;0.31187485765768297;0.9063267688064504;0.17050200000000004
47;5;0.2;0.5646639999999999;0.33284769355367333;0.3694805;0.3196273026819674;0.8368685511460606;0.19518349999999995
